abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"In fabric design, cultural symbolism is the basis, encompassing cultural heritage, identity, and artistic expression. With the advancements in [::Artificial::] [::Intelligence::] (AI), especially [::Generative::] Adversarial Networks (GANs), the contemporary designers are capable of effectively working towards incorporating traditional motifs into modern textiles. This study examines how AI contri...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11141146,Oday Ismael Ibrahem; Hind Mohammed Sahab Alani; Ilhamm Taher Hussein,0,,,IEEE Conferences,10.1109/ICMI65310.2025.11141146,3,,,5,,,False,,,,,5-6 April 2025,2025 IEEE 4th International Conference on Computing and Machine [::Intelligence::] (ICMI),2025,IEEE,1,Integrating Cultural Symbols in Contemporary Fabric Designs Using Artificial Intelligence,
"Summary In our interconnected ecosystem, [::artificial::] [::intelligence::] (AI) is a potent accelerator and enabler for cybersecurity. AI systems emulate human traits and computational capacities in a computer to surpass human speed and limitations. Regarding cybersecurity, AI machine learning (ML) offers the quickest means of detecting novel assaults, deriving statistical conclusions, and de...","{'type': 'locked', 'message': 'Full text access may be available.'}",10952153,Chuck Brooks,0,,,Wiley Books,10.1002/9781394310562.ch12,0,,,88,,,False,,,,,,"Inside Cyber: How AI, 5G, IoT, and Quantum Computing Will Transform Privacy and Our Security",2025,Wiley,79,How Artificial Intelligence Can Help Cybersecurity,
"In the current educational landscape, the integration of [::Artificial::] [::Intelligence::] is transforming the way students learn and teachers instruct. The “Personalized Adaptive Learning Platform Empowered by [::Artificial::] [::Intelligence::]” is an innovative project aimed at revolutionizing the educational landscape by leveraging [::artificial::] [::intelligence::] (AI) to provide a person...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10617075,K.R Pradeep; A S Manish; A S Adithiyaa; N Sahana; S T Abhishek,0,,,IEEE Conferences,10.1109/ICKECS61492.2024.10617075,265,,,8,,,False,,,,,18-19 April 2024,2024 International Conference on Knowledge Engineering and Communication Systems (ICKECS),2024,IEEE,1,Personalized Adaptive Learning Platform Empowered by Artificial Intelligence,1
"Today, numerical controls (CNC) are the standard for the control of machine tools and industrial robots in production and enable highly flexible and efficient production, especially for frequently changing production tasks. A numerical control has discrete inputs and outputs. Within the NC channel, however, it is necessary to analytically describe curves for the calculation of the position setpoin...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8600856,Benjamin Kaiser; Akos Csiszar; Alexander Verl,0,,,IEEE Conferences,10.1109/M2VIP.2018.8600856,395,,,6,,,False,,,,,20-22 Nov. 2018,2018 25th International Conference on Mechatronics and Machine Vision in Practice (M2VIP),2018,IEEE,1,Generative models for direct generation of CNC toolpaths,
"Games have always been a popular form of entertainment and with the advancements in technology, the integration of [::Artificial::] [::Intelligence::] (AI) in gaming has revolutionized the gaming industry. This research article aims to explore the various applications of AI in gaming and its impact on the industry and player experience. Unlike the typical straightforward nature of AI, this researc...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10250553,Safal Antony; Sabari T; R Immanuel Joshua; N. Jayapandian,0,,,IEEE Conferences,10.1109/ICAISS58487.2023.10250553,670,,,86,,,False,,,,,23-25 Aug. 2023,2023 Second International Conference on Augmented [::Intelligence::] and Sustainable Systems (ICAISS),2023,IEEE,82,Artificial Intelligence Involvement in Graphic Game Development,
"This study examines [::generative::] [::artificial::] [::intelligence::] (GenAI) adoption in enterprise settings, analyzing critical risks across four dimensions. The analysis emphasizes the imperative for systematic data governance in GenAI systems and establishes the necessity of constructing enterprise-specific governance frameworks. Through a lifecycle-oriented examination of GenAI implementat...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11081956,Zhen Yuan; Guilin Jiang; Liang Xu,0,,,IEEE Conferences,10.1109/ICAIBD64986.2025.11081956,94,,,92,,,False,,,,,23-26 May 2025,2025 8th International Conference on [::Artificial::] [::Intelligence::] and Big Data (ICAIBD),2025,IEEE,87,Generative Artificial Intelligence and Data Governance: Challenges and Frameworks in Enterprise Applications,
"We are at the dawn of a new area of AI: [::Generative::] [::Artificial::] [::Intelligence::] (AI), which holds the potential to automate and generate in ways never before possible and can be applied across countless disciplines from natural language processing (NLP) to image synthesis, interactive simulations, and more. [::Generative::] models like [::Generative::] Adversarial Networks and transfo...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10961802,Kaviyaraj R,0,,,IEEE Conferences,10.1109/EmergIN63207.2024.10961802,75,,,453,,,False,,,,,20-21 Dec. 2024,2024 International Conference on Emerging Technologies and Innovation for Sustainability (EmergIN),2024,IEEE,448,Generative Artificial Intelligence: Transforming the Future,
"Though the threat landscape is changing, organizations face sophisticated threats capable of disrupting operations and damaging reputations amid the escalating sophistication of cyber-attacks. This research study provides insights about the role of [::Artificial::] [::Intelligence::] (AI) in handling cybersecurity challenges in place with recent technology developments and applications. In relatin...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11076523,Harshraj N. Gadbail; Prateek Verma; Sujal Zade,0,,,IEEE Conferences,10.1109/ICISS63372.2025.11076523,36,,,482,,,False,,,,,12-14 March 2025,2025 7th International Conference on Intelligent Sustainable Systems (ICISS),2025,IEEE,477,A Review on the AI Techniques for Addressing Modern Cybersecurity Challenges,
"Analyzing human-machine collaboration behavior is crucial for integrating [::generative::] [::artificial::] [::intelligence::](GAI) into the work of pre-service teachers, thereby enhancing teaching efficiency and quality. This study focuses on 55 pre-service teachers, employing lag sequential analysis and content analysis to examine their recorded collaboration processes and reflective texts. The ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11157944,Li Meng; Ling Jiang,0,,,IEEE Conferences,10.1109/ICAIE64856.2025.11157944,4,,,313,,,False,,,,,14-16 May 2025,2025 5th International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2025,IEEE,309,Research on Human-Machine Collaboration Behavior Patterns Supported by Generative Artificial Intelligence,
"[::Artificial::] [::intelligence::] (AI) has the potential to revolutionize many aspects of healthcare, including diagnosis, treatment planning, medicine discovery, and healthcare management. This research examines the current applications, benefits, and drawbacks of [::artificial::] [::intelligence::] (AI) in healthcare on a global scale. [::Artificial::] [::intelligence::] has considerably enhan...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10780008,K. Maran; P. Priyadarshini; C.R. Senthilnanthan; M. Manikandan; R. Ganesh Kumar; M. Ramu,0,,,IEEE Conferences,10.1109/ICPECTS62210.2024.10780008,242,,,5,,,False,,,,,8-9 Oct. 2024,"2024 International Conference on Power, Energy, Control and Transmission Systems (ICPECTS)",2024,IEEE,1,Impact of Artificial Intelligence on Global Healthcare Sector Performance,
"The emergence of [::generative::] [::artificial::] [::intelligence::] (AI) and large language models (LLMs) has marked a new era of natural language processing (NLP), introducing unprecedented capabilities that are revolutionizing various domains. This article explores the current state of these cutting-edge technologies, demonstrating their remarkable advancements and wide-ranging applications. O...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10638808,Desta Haileselassie Hagos; Rick Battle; Danda B. Rawat,0,,,IEEE Journals,10.1109/TAI.2024.3444742,3132,,,5893,,,False,,,12,,Dec. 2024,IEEE Transactions on [::Artificial::] [::Intelligence::],2024,IEEE,5873,"Recent Advances in Generative AI and Large Language Models: Current Status, Challenges, and Perspectives",5
"Integrating [::generative::] [::artificial::] [::intelligence::] tools can allow one to manage and develop novel business methods efficiently. With the introduction of self-learning [::generative::] [::artificial::] [::intelligence::] (GAI) tools, the corporate world is trying to figure out the applications and their business implications. Major technology companies like Microsoft, Google, Faceboo...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10397917,Atul Fegade; Rajesh Raut; Amruta Deshpande; Amit Mittal; Natashaa Kaul; Vandana Khanna,0,,,IEEE Conferences,10.1109/IC3I59117.2023.10397917,440,,,1249,,,False,,,,,14-16 Sept. 2023,2023 6th International Conference on Contemporary Computing and Informatics (IC3I),2023,IEEE,1243,Unleashing the Power of Generative Artificial Intelligence: Exploring its Boundless Potential and Overcoming Challenges in Academic Environments,6
"An increasing number of colleges and universities are introducing [::Generative::] [::Artificial::] [::Intelligence::] (GAI) in their teaching/learning frameworks. This study examines the feedback from 152 students across Higher Education Institutions (HEIs), representing diverse scientific areas, namely Engineering, Lit-erature, Business and Accounting, Sports. It aims to explore the integration ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10654438,Lurdes Babo; Jorge M.P. Mendonca; Ricardo Queiros; Carla M.A Pinto; Mario Cruz; Daniela Mascarenhas,0,,,IEEE Conferences,10.1109/EEITE61750.2024.10654438,192,,,5,,,False,,,,,29-31 May 2024,"2024 5th International Conference in Electronic Engineering, Information Technology & Education (EEITE)",2024,IEEE,1,Exploring HEIs Students' Perceptions of Artificial Intelligence on their Learning Process,
